row,order_number,serial_number,reason
1082,4303,SYS1191161B4306,"Duplicate serial (same product, no update needed)"
1083,4304,AS2501202C5372,"Duplicate serial (same product, no update needed)"
1084,4304,(empty),Empty serial_number
1085,4304,AS2501202C5891,"Duplicate serial (same product, no update needed)"
1086,4304,(empty),Empty serial_number
1087,4304,AS2501202C5874,"Duplicate serial (same product, no update needed)"
1088,4304,(empty),Empty serial_number
1089,4304,AS2501202C5500,"Duplicate serial (same product, no update needed)"
1090,4304,(empty),Empty serial_number
1091,4304,AS2501202C5293,"Duplicate serial (same product, no update needed)"
1092,4304,AS2501202C5485,"Duplicate serial (same product, no update needed)"
1093,4304,SYS1191161D0803,"Duplicate serial (same product, no update needed)"
1094,4309,AS2503262C5519,"Duplicate serial (same product, no update needed)"
1095,4309,(empty),Empty serial_number
1096,4309,AS2503282A0255,"Duplicate serial (same product, no update needed)"
1097,4309,(empty),Empty serial_number
1098,4309,AS2503282A0155,"Duplicate serial (same product, no update needed)"
1099,4309,(empty),Empty serial_number
1100,4309,AS2503262C5398,"Duplicate serial (same product, no update needed)"
1101,4309,(empty),Empty serial_number
1102,4309,AS2503282A0132,"Duplicate serial (same product, no update needed)"
1103,4309,(empty),Empty serial_number
1104,4309,AS2503282A0166,"Duplicate serial (same product, no update needed)"
1105,4309,SYS1191161C0554,"Duplicate serial (same product, no update needed)"
1106,4310,AS2501182C4748,"Duplicate serial (same product, no update needed)"
1107,4310,(empty),Empty serial_number
1108,4310,AS2501182C5494,"Duplicate serial (same product, no update needed)"
1109,4310,(empty),Empty serial_number
1110,4310,AS2501182C4352,"Duplicate serial (same product, no update needed)"
1111,4310,(empty),Empty serial_number
1112,4310,AS2501182C2925,"Duplicate serial (same product, no update needed)"
1113,4310,(empty),Empty serial_number
1114,4310,AS2501182C4574,"Duplicate serial (same product, no update needed)"
1115,4310,(empty),Empty serial_number
1116,4310,AS2501182C5431,"Duplicate serial (same product, no update needed)"
1117,4310,(empty),Empty serial_number
1118,4310,AS2501182C4313,"Duplicate serial (same product, no update needed)"
1119,4310,(empty),Empty serial_number
1120,4310,AS2501182C4516,"Duplicate serial (same product, no update needed)"
1121,4310,(empty),Empty serial_number
1122,4310,AS2501182C3500,"Duplicate serial (same product, no update needed)"
1123,4310,(empty),Empty serial_number
1124,4310,AS2501172C1166,"Duplicate serial (same product, no update needed)"
1125,4310,(empty),Empty serial_number
1126,4310,AS2501182C4008,"Duplicate serial (same product, no update needed)"
1127,4310,(empty),Empty serial_number
1128,4310,AS2501182C3664,"Duplicate serial (same product, no update needed)"
1129,4310,(empty),Empty serial_number
1130,4310,AS2501182C4327,"Duplicate serial (same product, no update needed)"
1131,4310,(empty),Empty serial_number
1132,4310,AS2501182C4396,"Duplicate serial (same product, no update needed)"
1133,4310,SYS11911SC23939,"Duplicate serial (same product, no update needed)"
1134,4311,RSBB2M0110325026472,"Duplicate serial (same product, no update needed)"
1135,4311,RSBB2M0110325026617,"Duplicate serial (same product, no update needed)"
1136,4311,RSBB2M0110325026636,"Duplicate serial (same product, no update needed)"
1137,4311,RSBB2M0110325026640,"Duplicate serial (same product, no update needed)"
1138,4311,RSBB2M0110325026651,"Duplicate serial (same product, no update needed)"
1139,4311,RSBB2M0110325026657,"Duplicate serial (same product, no update needed)"
1140,4311,SYS119116198523,"Duplicate serial (same product, no update needed)"
1141,4312,RSBB2M0110325026642,"Duplicate serial (same product, no update needed)"
1142,4312,RSBB2M0110325026623,"Duplicate serial (same product, no update needed)"
1143,4312,RSBB2M0110325026641,"Duplicate serial (same product, no update needed)"
1144,4312,RSBB2M0110325026630,"Duplicate serial (same product, no update needed)"
1145,4312,RSBB2M0110325026679,"Duplicate serial (same product, no update needed)"
1146,4312,RSBB2M0110325026547,"Duplicate serial (same product, no update needed)"
1147,4313,AS2501202C4785,"Duplicate serial (same product, no update needed)"
1148,4313,AS2501202C2088,"Duplicate serial (same product, no update needed)"
1149,4313,AS2501202C5747,"Duplicate serial (same product, no update needed)"
1150,4313,AS2501202C5693,"Duplicate serial (same product, no update needed)"
1151,4313,AS2501202C5436,"Duplicate serial (same product, no update needed)"
1152,4313,AS2501202C5880,"Duplicate serial (same product, no update needed)"
1153,4313,SYS1191161B9723,"Duplicate serial (same product, no update needed)"
1154,4314,T5250411T-0748161,"Duplicate serial (same product, no update needed)"
1155,4314,(empty),Empty serial_number
1156,4314,T5250411T-07CF48E,"Duplicate serial (same product, no update needed)"
1157,4314,(empty),Empty serial_number
1158,4314,T5250409T-07CBEF4,"Duplicate serial (same product, no update needed)"
1159,4314,(empty),Empty serial_number
1160,4314,T5250411T-07CF48B,"Duplicate serial (same product, no update needed)"
1161,4314,(empty),Empty serial_number
1162,4314,T5250409T-07CBF5D,"Duplicate serial (same product, no update needed)"
1163,4314,(empty),Empty serial_number
1164,4314,T5250411T-07CF48C,"Duplicate serial (same product, no update needed)"
1165,4314,XM4033K55132D7,"Duplicate serial (same product, no update needed)"
1166,4316,T2250109T-05C9368,"Duplicate serial (same product, no update needed)"
1167,4316,T2250109T-06208DC,"Duplicate serial (same product, no update needed)"
1168,4316,T2250109T-05C9369,"Duplicate serial (same product, no update needed)"
1169,4316,T2250109T-0620901,"Duplicate serial (same product, no update needed)"
1170,4316,T2250109T-062080A,"Duplicate serial (same product, no update needed)"
1171,4316,T2250109T-0620905,"Duplicate serial (same product, no update needed)"
1172,4316,XM4033K5513483,"Duplicate serial (same product, no update needed)"
1173,4317,AS2501202C4992,"Duplicate serial (same product, no update needed)"
1174,4317,AS2501202C5906,"Duplicate serial (same product, no update needed)"
1175,4317,AS2501202C5663,"Duplicate serial (same product, no update needed)"
1176,4317,AS2501202C5827,"Duplicate serial (same product, no update needed)"
1177,4317,AS2501202C5651,"Duplicate serial (same product, no update needed)"
1178,4317,AS2501202C5071,"Duplicate serial (same product, no update needed)"
1179,4317,SYS1191161B7790,"Duplicate serial (same product, no update needed)"
1180,4318,AS2503282A0149,"Duplicate serial (same product, no update needed)"
1181,4318,AS2503282A0094,"Duplicate serial (same product, no update needed)"
1182,4318,AS2503282A0016,"Duplicate serial (same product, no update needed)"
1183,4318,AS2503262C4578,"Duplicate serial (same product, no update needed)"
1184,4318,AS2503262C4426,"Duplicate serial (same product, no update needed)"
1185,4318,AS2503262A1101,"Duplicate serial (same product, no update needed)"
1186,4318,SYS1191161B9648,"Duplicate serial (same product, no update needed)"
1187,4319,AS2503282A0080,"Duplicate serial (same product, no update needed)"
1188,4319,AS2503282A0122,"Duplicate serial (same product, no update needed)"
1189,4319,AS2503262C5343,"Duplicate serial (same product, no update needed)"
1190,4319,AS2503262C5467,"Duplicate serial (same product, no update needed)"
1191,4319,AS2503282A0116,"Duplicate serial (same product, no update needed)"
1192,4319,AS2503282A0117,"Duplicate serial (same product, no update needed)"
1193,4319,SYS1191161B9198,"Duplicate serial (same product, no update needed)"
1194,4320,SYS1191161A0068,"Duplicate serial (same product, no update needed)"
1195,4320,MS2506122A2141,"Duplicate serial (same product, no update needed)"
1196,4320,MS2506122A2172,"Duplicate serial (same product, no update needed)"
1197,4320,MS2506122A2177,"Duplicate serial (same product, no update needed)"
1198,4320,MS2506122A2516,"Duplicate serial (same product, no update needed)"
1199,4320,MS2506122A2183,"Duplicate serial (same product, no update needed)"
1200,4320,MS2506122A2298,"Duplicate serial (same product, no update needed)"
1201,4320,MS2506122A0589,"Duplicate serial (same product, no update needed)"
1202,4320,MS2506122A2562,"Duplicate serial (same product, no update needed)"
1203,4324,MS2411241C2656,"Duplicate serial (same product, no update needed)"
1204,4324,MS2411241C2637,"Duplicate serial (same product, no update needed)"
1205,4324,MS2411241C2654,"Duplicate serial (same product, no update needed)"
1206,4324,MS2411241C2633,"Duplicate serial (same product, no update needed)"
1207,4324,MS2411241C2395,"Duplicate serial (same product, no update needed)"
1208,4324,MS2411241C2389,"Duplicate serial (same product, no update needed)"
1209,4324,SYS1191161B9451,"Duplicate serial (same product, no update needed)"
1210,4326,RSBB2M0110325026521,"Duplicate serial (same product, no update needed)"
1211,4326,(empty),Empty serial_number
1212,4326,RSBB2M0110325026539,"Duplicate serial (same product, no update needed)"
1213,4326,(empty),Empty serial_number
1214,4326,RSBB2M0110325026540,"Duplicate serial (same product, no update needed)"
1215,4326,(empty),Empty serial_number
1216,4326,RSBB2M0110325026462,"Duplicate serial (same product, no update needed)"
1217,4326,(empty),Empty serial_number
1218,4326,RSBB2M0110325026520,"Duplicate serial (same product, no update needed)"
1219,4326,(empty),Empty serial_number
1220,4326,RSBB2M0110325026127,"Duplicate serial (same product, no update needed)"
1221,4327,AS2503282A0182,"Duplicate serial (same product, no update needed)"
1222,4327,(empty),Empty serial_number
1223,4327,AS2503262C5525,"Duplicate serial (same product, no update needed)"
1224,4327,AS2503262C5562,"Duplicate serial (same product, no update needed)"
1225,4327,AS2503282A0183,"Duplicate serial (same product, no update needed)"
1226,4327,AS2503262C5557,"Duplicate serial (same product, no update needed)"
1227,4327,AS2503282A0291,"Duplicate serial (same product, no update needed)"
1228,4327,SYS119116189724,"Duplicate serial (same product, no update needed)"
1229,4328,MS2502102B3971,"Duplicate serial (same product, no update needed)"
1230,4328,(empty),Empty serial_number
1231,4328,MS2502102B3346,"Duplicate serial (same product, no update needed)"
1232,4328,(empty),Empty serial_number
1233,4328,MS2502102B3806,"Duplicate serial (same product, no update needed)"
1234,4328,(empty),Empty serial_number
1235,4328,MS2502102B3960,"Duplicate serial (same product, no update needed)"
1236,4328,(empty),Empty serial_number
1237,4328,MS2502102B3866,"Duplicate serial (same product, no update needed)"
1238,4328,(empty),Empty serial_number
1239,4328,MS2502102B2867,"Duplicate serial (same product, no update needed)"
1240,4328,SYS119116179337,"Duplicate serial (same product, no update needed)"
1241,4329,RSBB2M0110425036269,"Duplicate serial (same product, no update needed)"
1242,4329,(empty),Empty serial_number
1243,4329,RSBB2M0110425033569,"Duplicate serial (same product, no update needed)"
1244,4329,(empty),Empty serial_number
1245,4329,RSBB2M0110425036164,"Duplicate serial (same product, no update needed)"
1246,4329,(empty),Empty serial_number
1247,4329,RSBB2M0110425036270,"Duplicate serial (same product, no update needed)"
1248,4329,(empty),Empty serial_number
1249,4329,RSBB2M0110425036267,"Duplicate serial (same product, no update needed)"
1250,4329,(empty),Empty serial_number
1251,4329,RSBB2M0110425036249,"Duplicate serial (same product, no update needed)"
1252,4329,RSBB2M0110325026566,"Duplicate serial (same product, no update needed)"
1253,4329,(empty),Empty serial_number
1254,4329,RSBB2M0110425036276,"Duplicate serial (same product, no update needed)"
1255,4329,SYS119116198151,"Duplicate serial (same product, no update needed)"
1256,4334,MS2504122A2664,"Duplicate serial (same product, no update needed)"
1257,4334,(empty),Empty serial_number
1258,4334,MS2504112B1756,"Duplicate serial (same product, no update needed)"
1259,4334,(empty),Empty serial_number
1260,4334,MS2504122A2875,"Duplicate serial (same product, no update needed)"
1261,4334,(empty),Empty serial_number
1262,4334,MS2504122A3160,"Duplicate serial (same product, no update needed)"
1263,4334,MS2504122A3156,"Duplicate serial (same product, no update needed)"
1264,4334,(empty),Empty serial_number
1265,4334,MS2504122A0346,"Duplicate serial (same product, no update needed)"
1266,4334,SYS119116174171,"Duplicate serial (same product, no update needed)"
1267,4336,RSBB2M0310525052445,"Duplicate serial (same product, no update needed)"
1268,4336,RSCB1M0050724058271,"Duplicate serial (same product, no update needed)"
1269,4336,RSCB1M0050724058610,"Duplicate serial (same product, no update needed)"
1270,4336,RSCB1M0050724058630,"Duplicate serial (same product, no update needed)"
1271,4336,RSCB1M0050724058643,"Duplicate serial (same product, no update needed)"
1272,4336,RSCB1M0050724058633,"Duplicate serial (same product, no update needed)"
1273,4337,MS2504122A3069,"Duplicate serial (same product, no update needed)"
1274,4337,(empty),Empty serial_number
1275,4337,MS2504122A3188,"Duplicate serial (same product, no update needed)"
1276,4337,(empty),Empty serial_number
1277,4337,MS2504122A3234,"Duplicate serial (same product, no update needed)"
1278,4337,(empty),Empty serial_number
1279,4337,MS2504112B2954,"Duplicate serial (same product, no update needed)"
1280,4337,(empty),Empty serial_number
1281,4337,MS2504122A3155,"Duplicate serial (same product, no update needed)"
1282,4337,(empty),Empty serial_number
1283,4337,MS2504122A0536,"Duplicate serial (same product, no update needed)"
1284,4337,SYS119116188308,"Duplicate serial (same product, no update needed)"
1285,4339,MS2505102B1973,"Duplicate serial (same product, no update needed)"
1286,4339,MS2505032A0406,"Duplicate serial (same product, no update needed)"
1287,4339,MS2505022A1681,"Duplicate serial (same product, no update needed)"
1288,4339,MS2505102B2396,"Duplicate serial (same product, no update needed)"
1289,4339,MS2505062A3992,"Duplicate serial (same product, no update needed)"
1290,4339,MS2505062A5059,"Duplicate serial (same product, no update needed)"
1291,4339,SYS1191161D4191,"Duplicate serial (same product, no update needed)"
1292,4340,MS2502102B3852,"Duplicate serial (same product, no update needed)"
1293,4340,(empty),Empty serial_number
1294,4340,MS2502102B3855,"Duplicate serial (same product, no update needed)"
1295,4340,MS2502102B3842,"Duplicate serial (same product, no update needed)"
1296,4340,(empty),Empty serial_number
1297,4340,MS2502102B3946,"Duplicate serial (same product, no update needed)"
1298,4340,(empty),Empty serial_number
1299,4340,MS2502102B3848,"Duplicate serial (same product, no update needed)"
1300,4340,(empty),Empty serial_number
1301,4340,MS2502102B3856,"Duplicate serial (same product, no update needed)"
1302,4340,SYS1191161C0427,"Duplicate serial (same product, no update needed)"
1303,4341,RSBB2M0110425036283,"Duplicate serial (same product, no update needed)"
1304,4341,(empty),Empty serial_number
1305,4341,RSBB2M0110425036180,"Duplicate serial (same product, no update needed)"
1306,4341,RSBB2M0110425036292,"Duplicate serial (same product, no update needed)"
1307,4341,(empty),Empty serial_number
1308,4341,RSBB2M0110425036163,"Duplicate serial (same product, no update needed)"
1309,4341,(empty),Empty serial_number
1310,4341,RSBB2M0110425036275,"Duplicate serial (same product, no update needed)"
1311,4341,(empty),Empty serial_number
1312,4341,RSBB2M0290425041127,"Duplicate serial (same product, no update needed)"
1313,4341,SYS1191161B9711,"Duplicate serial (same product, no update needed)"
1314,4342,RSBB2M0110425033661,"Duplicate serial (same product, no update needed)"
1315,4342,(empty),Empty serial_number
1316,4342,RSBB2M0110425033659,"Duplicate serial (same product, no update needed)"
1317,4342,RSBB2M0110425033669,"Duplicate serial (same product, no update needed)"
1318,4342,RSBB2M0110425033663,"Duplicate serial (same product, no update needed)"
1319,4342,RSBB2M0110425033568,"Duplicate serial (same product, no update needed)"
1320,4342,RSBB2M0110425033653,"Duplicate serial (same product, no update needed)"
1321,4342,SYS119116174161,"Duplicate serial (same product, no update needed)"
1322,4343,RSBB2M0290425041492,"Duplicate serial (same product, no update needed)"
1323,4343,RSBB2M0290425040914,"Duplicate serial (same product, no update needed)"
1324,4343,(empty),Empty serial_number
1325,4343,RSBB2M0290425041253,"Duplicate serial (same product, no update needed)"
1326,4343,(empty),Empty serial_number
1327,4343,RSBB2M0290425040925,"Duplicate serial (same product, no update needed)"
1328,4343,(empty),Empty serial_number
1329,4343,RSBB2M0290425040923,"Duplicate serial (same product, no update needed)"
1330,4343,RSBB2M0290425040828,"Duplicate serial (same product, no update needed)"
1331,4343,(empty),Empty serial_number
1332,4343,RSBB2M0290425042368,"Duplicate serial (same product, no update needed)"
1333,4343,SYS1191161D2213,"Duplicate serial (same product, no update needed)"
1334,4344,MS2506102A3183,"Duplicate serial (same product, no update needed)"
1335,4344,MS2506102A3184,"Duplicate serial (same product, no update needed)"
1336,4344,MS2506102A3029,"Duplicate serial (same product, no update needed)"
1337,4344,MS2506102A3134,"Duplicate serial (same product, no update needed)"
1338,4344,SYS1191161B1474,"Duplicate serial (same product, no update needed)"
1339,4344,MS2505102B2463,"Duplicate serial (same product, no update needed)"
1340,4344,MS2505072A4272,"Duplicate serial (same product, no update needed)"
1341,4344,MS2505072A2763,"Duplicate serial (same product, no update needed)"
1342,4348,MS2505102B2392,"Duplicate serial (same product, no update needed)"
1343,4348,MS2505102B1957,"Duplicate serial (same product, no update needed)"
1344,4348,(empty),Empty serial_number
1345,4348,MS2505102B1959,"Duplicate serial (same product, no update needed)"
1346,4348,(empty),Empty serial_number
1347,4348,MS2505032A0607,"Duplicate serial (same product, no update needed)"
1348,4348,(empty),Empty serial_number
1349,4348,MS2505042A0122,"Duplicate serial (same product, no update needed)"
1350,4348,(empty),Empty serial_number
1351,4348,MS2505102B1986,"Duplicate serial (same product, no update needed)"
1352,4348,SYS119116172307,"Duplicate serial (same product, no update needed)"
1353,4349,RSBB2M0290425042193,"Duplicate serial (same product, no update needed)"
1354,4349,RSBB2M0290425042342,"Duplicate serial (same product, no update needed)"
1355,4349,RSBB2M0290425040759,"Duplicate serial (same product, no update needed)"
1356,4349,RSBB2M0290425041790,"Duplicate serial (same product, no update needed)"
1357,4349,(empty),Empty serial_number
1358,4349,RSBB2M0290425040985,"Duplicate serial (same product, no update needed)"
1359,4349,(empty),Empty serial_number
1360,4349,RSBB2M0290425041507,"Duplicate serial (same product, no update needed)"
1361,4349,(empty),Empty serial_number
1362,4349,RSBB2M0290425041458,"Duplicate serial (same product, no update needed)"
1363,4349,SYS1191161D4915,"Duplicate serial (same product, no update needed)"
1364,4350,SYS1191161B9882,"Duplicate serial (same product, no update needed)"
1365,4351,RSBB2M0290425041609,"Duplicate serial (same product, no update needed)"
1366,4351,RSBB2M0290425041885,"Duplicate serial (same product, no update needed)"
1367,4351,(empty),Empty serial_number
1368,4351,RSBB2M0290425041890,"Duplicate serial (same product, no update needed)"
1369,4351,(empty),Empty serial_number
1370,4351,RSBB2M0290425041947,"Duplicate serial (same product, no update needed)"
1371,4351,(empty),Empty serial_number
1372,4351,RSBB2M0290425041839,"Duplicate serial (same product, no update needed)"
1373,4351,(empty),Empty serial_number
1374,4351,RSBB2M0290425041905,"Duplicate serial (same product, no update needed)"
1375,4351,SYS119116187622,"Duplicate serial (same product, no update needed)"
1376,4353,AS2503262C5502,"Duplicate serial (same product, no update needed)"
1377,4353,AS2503262A1290,"Duplicate serial (same product, no update needed)"
1378,4353,AS2503262A1269,"Duplicate serial (same product, no update needed)"
1379,4353,AS2503282A0114,"Duplicate serial (same product, no update needed)"
1380,4353,AS2503282A0799,"Duplicate serial (same product, no update needed)"
1381,4353,AS2503262A1219,"Duplicate serial (same product, no update needed)"
1382,4353,AS2503262C5552,"Duplicate serial (same product, no update needed)"
1383,4353,AS2503282A0760,"Duplicate serial (same product, no update needed)"
1384,4353,SYS119116198154,"Duplicate serial (same product, no update needed)"
1385,4377,01513.12505G05-00048,"Duplicate serial (same product, no update needed)"
1386,4400,2503067047,"Duplicate serial (same product, no update needed)"
1387,4404,RSBB2M0090725070465,"Duplicate serial (same product, no update needed)"
1388,4404,RSBB2M0090725070474,"Duplicate serial (same product, no update needed)"
1389,4404,RSBB2M0090725070467,"Duplicate serial (same product, no update needed)"
1390,4404,RSBB2M0090725070464,"Duplicate serial (same product, no update needed)"
1391,4404,RSBB2M0090725070289,"Duplicate serial (same product, no update needed)"
1392,4404,RSBB2M0090725070345,"Duplicate serial (same product, no update needed)"
1393,4404,SYS119116188270,"Duplicate serial (same product, no update needed)"
1394,4408,AS2506181A0790,"Duplicate serial (same product, no update needed)"
1395,4408,AS2506161A1584,"Duplicate serial (same product, no update needed)"
1396,4408,AS2506161A1504,"Duplicate serial (same product, no update needed)"
1397,4408,AS2506161A1526,"Duplicate serial (same product, no update needed)"
1398,4408,AS2506161A0846,"Duplicate serial (same product, no update needed)"
1399,4408,AS2506161A1560,"Duplicate serial (same product, no update needed)"
1400,4408,SYS119116189037,"Duplicate serial (same product, no update needed)"
1401,4411,SYS1191161B3372,"Duplicate serial (same product, no update needed)"
1402,4411,RSCB1M0050724058593,"Duplicate serial (same product, no update needed)"
1403,4411,RSCB1M0050724058648,"Duplicate serial (same product, no update needed)"
1404,4411,RSCB1M0050724058578,"Duplicate serial (same product, no update needed)"
1405,4411,RSCB1M0050724058629,"Duplicate serial (same product, no update needed)"
1406,4411,RSCB1M0050724058638,"Duplicate serial (same product, no update needed)"
1407,4411,RSCB1M0050724058571,"Duplicate serial (same product, no update needed)"
1408,4411,RSCB1M0050724058632,"Duplicate serial (same product, no update needed)"
1409,4413,AS2506181A0983,"Duplicate serial (same product, no update needed)"
1410,4413,AS2506161A0829,"Duplicate serial (same product, no update needed)"
1411,4413,AS2506161A1531,"Duplicate serial (same product, no update needed)"
1412,4413,AS2506161A0483,"Duplicate serial (same product, no update needed)"
1413,4413,AS2506171A1399,"Duplicate serial (same product, no update needed)"
1414,4413,AS2506161A0753,"Duplicate serial (same product, no update needed)"
1415,4413,SYS1191161E3494,"Duplicate serial (same product, no update needed)"
1416,4420,AS2506161A1669,"Duplicate serial (same product, no update needed)"
1417,4420,AS2506161A1613,"Duplicate serial (same product, no update needed)"
1418,4420,AS2506161A1608,"Duplicate serial (same product, no update needed)"
1419,4420,AS2506181A0967,"Duplicate serial (same product, no update needed)"
1420,4420,AS2506161A1582,"Duplicate serial (same product, no update needed)"
1421,4420,AS2506161A0857,"Duplicate serial (same product, no update needed)"
1422,4420,SYS119116177442,"Duplicate serial (same product, no update needed)"
1423,4445,RSBB1M0270825094304,"Duplicate serial (same product, no update needed)"
1424,4445,RSBB1M0270825094040,"Duplicate serial (same product, no update needed)"
1425,4445,RSBB1M0270825094311,"Duplicate serial (same product, no update needed)"
1426,4445,RSBB1M0270825094318,"Duplicate serial (same product, no update needed)"
1427,4445,RSBB1M0270825094319,"Duplicate serial (same product, no update needed)"
1428,4445,RSBB1M0270825094310,"Duplicate serial (same product, no update needed)"
1429,4445,RSBB1M0270825094278,"Duplicate serial (same product, no update needed)"
1430,4445,RSBB1M0270825094320,"Duplicate serial (same product, no update needed)"
1431,4488,AS2506161A0781,"Duplicate serial (same product, no update needed)"
1432,4488,AS2506161A1382,"Duplicate serial (same product, no update needed)"
1433,4488,AS2506161A0733,"Duplicate serial (same product, no update needed)"
1434,4488,AS2506161A1380,"Duplicate serial (same product, no update needed)"
1435,4488,AS2506181A0712,"Duplicate serial (same product, no update needed)"
1436,4488,AS2506161A0701,"Duplicate serial (same product, no update needed)"
1437,4488,SYS1191161D7460,"Duplicate serial (same product, no update needed)"
1438,4514,SYS1191161D5839,"Duplicate serial (same product, no update needed)"
1439,4556,SYS1191161D7156,"Duplicate serial (same product, no update needed)"
1440,4556,MS2505072A0044,"Duplicate serial (same product, no update needed)"
1441,4556,MS2505072A2883,"Duplicate serial (same product, no update needed)"
1442,4556,MS2505102B2472,"Duplicate serial (same product, no update needed)"
1443,4556,MS2505102B1891,"Duplicate serial (same product, no update needed)"
1444,4556,MS2505052B0772,"Duplicate serial (same product, no update needed)"
1445,4556,ms2505052b1845,"Duplicate serial (same product, no update needed)"
1446,4562,SYS119118127368,"Duplicate serial (same product, no update needed)"
1447,4597,2503016763,"Duplicate serial (same product, no update needed)"
1448,4599,2503067077,"Duplicate serial (same product, no update needed)"
1449,4601,AS2506161A0993,"Duplicate serial (same product, no update needed)"
1450,4601,AS2506161A1439,"Duplicate serial (same product, no update needed)"
1451,4601,AS2506161A1652,"Duplicate serial (same product, no update needed)"
1452,4601,AS2506161A0931,"Duplicate serial (same product, no update needed)"
1453,4601,AS2506161A1614,"Duplicate serial (same product, no update needed)"
1454,4601,AS2506161A0943,"Duplicate serial (same product, no update needed)"
1455,4601,AS2506161A0816,"Duplicate serial (same product, no update needed)"
1456,4601,AS2506161A0997,"Duplicate serial (same product, no update needed)"
1457,4601,SYS119116172495,"Duplicate serial (same product, no update needed)"
1458,4609,AS250428112985,"Duplicate serial (same product, no update needed)"
1459,4609,AS250429110411,"Duplicate serial (same product, no update needed)"
1460,4609,AS250429110399,"Duplicate serial (same product, no update needed)"
1461,4609,AS250429110425,"Duplicate serial (same product, no update needed)"
1462,4609,AS250429110419,"Duplicate serial (same product, no update needed)"
1463,4609,AS250429110415,"Duplicate serial (same product, no update needed)"
1464,4609,AS250428112973,"Duplicate serial (same product, no update needed)"
1465,4609,AS250429110388,"Duplicate serial (same product, no update needed)"
1466,4609,AS250428112546,"Duplicate serial (same product, no update needed)"
1467,4609,AS250428112538,"Duplicate serial (same product, no update needed)"
1468,4609,SYS119119133038,"Duplicate serial (same product, no update needed)"
1469,4661,SYS119116196560,"Duplicate serial (same product, no update needed)"
1470,4661,95509001A0526013782,"Duplicate serial (same product, no update needed)"
1471,4661,95509001A0526013796,"Duplicate serial (same product, no update needed)"
1472,4661,95509001A0526013804,"Duplicate serial (same product, no update needed)"
1473,4661,95509001A0526013781,"Duplicate serial (same product, no update needed)"
1474,4661,95509001A0526013801,"Duplicate serial (same product, no update needed)"
1475,4661,95509001A0526013772,"Duplicate serial (same product, no update needed)"
1476,4682,RSBB2M0090725070500,"Duplicate serial (same product, no update needed)"
1477,4682,RSBB2M0090725070522,"Duplicate serial (same product, no update needed)"
1478,4682,RSBB2M0090725070527,"Duplicate serial (same product, no update needed)"
1479,4682,RSBB2M0090725070535,"Duplicate serial (same product, no update needed)"
1480,4682,RSBB2M0090725070205,"Duplicate serial (same product, no update needed)"
1481,4682,RSBB2M0090725070511,"Duplicate serial (same product, no update needed)"
1482,4682,SYS119116168709,"Duplicate serial (same product, no update needed)"
1483,4746,95509001A0526013759,"Duplicate serial (same product, no update needed)"
1484,4746,95509001A0526013764,"Duplicate serial (same product, no update needed)"
1485,4746,95509001A0526013789,"Duplicate serial (same product, no update needed)"
1486,4746,95509001A0526013780,"Duplicate serial (same product, no update needed)"
1487,4746,95509001A0526013791,"Duplicate serial (same product, no update needed)"
1488,4746,95509001A0526013778,"Duplicate serial (same product, no update needed)"
1489,4746,SYS119116189622,"Duplicate serial (same product, no update needed)"
1490,4798,SYS119116171094,"Duplicate serial (same product, no update needed)"
1491,4798,95509001A0526013771,"Duplicate serial (same product, no update needed)"
1492,4798,95509001A0526013728,"Duplicate serial (same product, no update needed)"
1493,4798,95509001A0526013736,"Duplicate serial (same product, no update needed)"
1494,4798,95509001A0526013738,"Duplicate serial (same product, no update needed)"
1495,4798,95509001A0526013746,"Duplicate serial (same product, no update needed)"
1496,4798,95509001A0526013755,"Duplicate serial (same product, no update needed)"
1497,4845,MS2506112A2997,"Duplicate serial (same product, no update needed)"
1498,4845,MS2506122A1730,"Duplicate serial (same product, no update needed)"
1499,4845,MS2506122A2578,"Duplicate serial (same product, no update needed)"
1500,4845,MS2506122A2580,"Duplicate serial (same product, no update needed)"
1501,4845,MS2505102B2447,"Duplicate serial (same product, no update needed)"
1502,4845,MS2505072A0933,"Duplicate serial (same product, no update needed)"
1503,4845,SYS1191161B8306,"Duplicate serial (same product, no update needed)"
1504,4883,WS07259051291455,"Duplicate serial (same product, no update needed)"
1505,4883,WS07259051291305,"Duplicate serial (same product, no update needed)"
1506,4883,WS07259051291406,"Duplicate serial (same product, no update needed)"
1507,4883,WS07259051291466,"Duplicate serial (same product, no update needed)"
1508,4883,WS07259051291531,"Duplicate serial (same product, no update needed)"
1509,4883,WS07259051291465,"Duplicate serial (same product, no update needed)"
1510,4883,WS07259051230296,"Duplicate serial (same product, no update needed)"
1511,4883,WS07259051291549,"Duplicate serial (same product, no update needed)"
1512,4883,SYS1191161A4229,"Duplicate serial (same product, no update needed)"
1513,4923,MS2507251C1253,"Duplicate serial (same product, no update needed)"
1514,4923,MS2507251C1207,"Duplicate serial (same product, no update needed)"
1515,4923,MS2507251C1108,"Duplicate serial (same product, no update needed)"
1516,4923,MS2507251C0999,"Duplicate serial (same product, no update needed)"
1517,4923,MS2507251C1086,"Duplicate serial (same product, no update needed)"
1518,4923,MS2507251C1125,"Duplicate serial (same product, no update needed)"
1519,4923,SYS1191161D9354,"Duplicate serial (same product, no update needed)"
1520,4983,MS2506102A3074,"Duplicate serial (same product, no update needed)"
