order_number,order_date,serial_number,product_name,item_type,registration_no
6318,20-12-2025,WS12259059834606,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,WS12259059896262,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,WS12259059896302,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,WS12259059832893,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,WS12259059834610,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,0_119116126101429,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-9381549
6318,20-12-2025,WS12259059896283,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,WS12259059834606,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,WS12259059896262,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,WS12259059896302,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,WS12259059832893,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6318,20-12-2025,WS12259059834610,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9381549
6321,27-12-2025,MS2511022B2712,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9460534
6321,27-12-2025,MS2511022B3199,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9460534
6321,27-12-2025,MS2511022B2797,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9460534
6321,27-12-2025,MS2511022B3187,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9460534
6321,27-12-2025,MS2511022B0383,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9460534
6321,27-12-2025,MS2511022B2451,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9460534
6324,22-12-2025,WS12259059125978,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125130,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125708,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125686,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125737,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125741,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,0_119116125C02303,SOLAR YAAN 3.6 KW,Inverter,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125741,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125978,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125130,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125708,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125686,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,WS12259059125737,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9397026 / 22-12-2025
6324,22-12-2025,0_119116125C02303,SOLAR YAAN 3.6 KW,Inverter,NP-GJUG25-9397026 / 22-12-2025
6326,22-12-2025,WS11259057199617,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9402009
6326,22-12-2025,0_119116125C02815,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-9402009
6326,22-12-2025,0_W0VS332S59L0199#0_119116125C02815,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-9402009
6327,22-12-2025,WS11259057199603,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9397752 / 22-12-2025
6327,22-12-2025,WS11259057199629,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9397752 / 22-12-2025
6327,22-12-2025,WS11259057199631,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9397752 / 22-12-2025
6327,22-12-2025,WS11259057199632,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9397752 / 22-12-2025
6327,22-12-2025,WS11259057199630,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9397752 / 22-12-2025
6327,22-12-2025,WS11259057199601,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9397752 / 22-12-2025
6327,22-12-2025,0_119116125C02722#0_W0VS332S59L0448,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-9397752 / 22-12-2025
6330,22-12-2025,WS11259058311673,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-5079141
6330,22-12-2025,WS11259058311661,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-5079141
6330,22-12-2025,WS11259058311628,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-5079141
6330,22-12-2025,0_119116125C02803,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-5079141
6331,22-12-2025,119116125C03589,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9408547
6331,22-12-2025,WS12259059152262,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9408547
6331,22-12-2025,WS12259059161636,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9408547
6331,22-12-2025,WS12259059152258,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9408547
6331,22-12-2025,WS12259059152354,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9408547
6331,22-12-2025,WS12259059152278,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9408547
6331,22-12-2025,WS12259059152353,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9408547
6335,23-12-2025,119116125C03551,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJMG25-9409168
6335,23-12-2025,AS2512162C2065,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJMG25-9409168
6335,23-12-2025,as2509062b1890,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJMG25-9409168
6335,23-12-2025,as2509062b2805,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJMG25-9409168
6335,23-12-2025,as2509062b2797,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJMG25-9409168
6335,23-12-2025,AS2509062B1868,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJMG25-9409168
6335,23-12-2025,AS2512162C1363,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJMG25-9409168
6335,23-12-2025,AS2512162C2452,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJMG25-9409168
6340,23-12-2025,0_119116126101510,SOLAR YAAN 3.6 KW,Inverter,NP-GJUG25-9418145
6340,23-12-2025,WS12259060633727,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9418145
6340,23-12-2025,WS12259060634052,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9418145
6340,23-12-2025,WS12259060634112,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9418145
6340,23-12-2025,WS12259060634061,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9418145
6346,24-12-2025,0_119116125C03615,SOLAR YAAN 3.3 KW,Inverter,NP-GJMG25-9422000
6346,24-12-2025,WS12259059297394,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJMG25-9422000
6346,24-12-2025,WS12259059297372,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJMG25-9422000
6346,24-12-2025,WS12259059297396,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJMG25-9422000
6346,24-12-2025,WS12259059297376,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJMG25-9422000
6346,24-12-2025,WS12259059297375,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJMG25-9422000
6346,24-12-2025,WS12259059297390,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJMG25-9422000
6349,24-12-2025,MS2512012A3608,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A4285,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A3585,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A4252,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A0843,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A4378,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,119116125C04383,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A4285,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A3585,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A3608,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A4252,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6349,24-12-2025,MS2512012A0843,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9429920
6351,25-12-2025,WS11259058311648,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9435015
6351,25-12-2025,WS11259058311647,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9435015
6351,25-12-2025,WS11259058311638,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9435015
6351,25-12-2025,WS11259058311582,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9435015
6351,25-12-2025,WS11259058311655,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9435015
6351,25-12-2025,WS11259058311589,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9435015
6352,25-12-2025,WS11259058311674,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311678,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311422,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311570,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311663,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311667,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,0_119116125C02875,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311667,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311663,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311570,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311422,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311678,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311674,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,0_119116125C02875,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311674,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311674,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311678,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311422,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311570,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311663,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,WS11259058311667,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6352,25-12-2025,119116125C02875,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9434756
6361,26-12-2025,MS2510202C5142,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9447200
6361,26-12-2025,MS2510212C0038,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9447200
6361,26-12-2025,MS2510202C5247,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9447200
6361,26-12-2025,MS2510202C5210,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9447200
6361,26-12-2025,MS2510202C5181,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9447200
6361,26-12-2025,MS2510212C0041,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9447200
6364,26-12-2025,WS01269061677792,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9447947
6366,26-12-2025,WS12259059161611,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9449177
6366,26-12-2025,WS12259059161641,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9449177
6366,26-12-2025,WS12259059161632,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9449177
6366,26-12-2025,WS12259059163312,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9449177
6366,26-12-2025,WS12259059161642,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9449177
6366,26-12-2025,WS12259059163290,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9449177
6369,27-12-2025,1.19116E+14,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9460801
6369,27-12-2025,W0VS332S59M2223,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9460801
6369,27-12-2025,MS2511292C3739,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9460801
6369,27-12-2025,MS2511292C3384,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9460801
6369,27-12-2025,MS2511292C3674,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9460801
6369,27-12-2025,MS2511292C2483,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9460801
6369,27-12-2025,MS2511292C3749,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9460801
6369,27-12-2025,MS2511292C3811,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9460801
6370,18-12-2025,AS2511132A3256,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A2611,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3499,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3273,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3279,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3226,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,119116125C04967,SOLAR YAAN 3.6 KW,Inverter,NP-GJUG25-9363886
6370,18-12-2025,0_119116125C04967,SOLAR YAAN 3.6 KW,Inverter,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3279,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3273,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3499,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A2611,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3256,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3226,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3256,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A2611,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3279,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3226,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3273,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6370,18-12-2025,AS2511132A3499,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9363886
6375,24-12-2025,0_B0VS332058FA494,WAAREE 3.3 KW,Inverter,NP-GJUG25-9433011
6375,24-12-2025,WS12259059297388,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9433011
6375,24-12-2025,WS12259059297387,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9433011
6375,24-12-2025,WS12259059297402,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9433011
6375,24-12-2025,WS12259059297401,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9433011
6375,24-12-2025,WS12259059297371,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9433011
6384,25-12-2025,MS2512222B3172,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9432702
6384,25-12-2025,MS2512222B2665,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9432702
6384,25-12-2025,MS2512222B2693,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9432702
6384,25-12-2025,MS2512222B2697,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9432702
6384,25-12-2025,MS2512222B2705,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9432702
6384,25-12-2025,MS2512222B3014,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-9432702
6388,26-12-2025,WS01269061677800,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9451835
6388,26-12-2025,WS01269061677156,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9451835
6388,26-12-2025,WS01269061677666,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9451835
6388,26-12-2025,WS01269061677338,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9451835
6388,26-12-2025,WS01269061677656,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9451835
6388,26-12-2025,WS01269061677094,WAAREE DCR TOPCON 580 WP,Solar Panel,NP-GJUG25-9451835
6388,26-12-2025,119116126A04646,SOLAR YAAN 3.6 KW,Inverter,NP-GJUG25-9451835
6390,27-12-2025,WS11259057267441,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462355
6390,27-12-2025,WS11259057267465,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462355
6390,27-12-2025,WS11259057267393,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462355
6390,27-12-2025,WS11259057267410,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462355
6390,27-12-2025,WS11259057267446,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462355
6390,27-12-2025,0_119116125C04460,SOLAR YAAN 3.6 KW,Inverter,NP-GJUG25-9462355
6390,27-12-2025,WS11259057267431,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462355
6391,09-10-2025,SYS11911FK43YG,SOLAR YAAN 5.5 KW,Inverter,GUJ/RT/OTH/10211876
6396,29-12-2025,1.19116E+14,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJTPA25-9470194
6396,29-12-2025,WS12259059699147,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJTPA25-9470194
6396,29-12-2025,WS12259059834544,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJTPA25-9470194
6396,29-12-2025,WS12259059699119,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJTPA25-9470194
6396,29-12-2025,WS12259059834556,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJTPA25-9470194
6396,29-12-2025,WS12259059834548,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJTPA25-9470194
6396,29-12-2025,WS12259059699145,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJTPA25-9470194
6399,31-12-2025,ms2512051b1730,ADANI DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-9499625
6399,31-12-2025,ms2512051b3424,ADANI DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-9499625
6399,31-12-2025,ms2512051b3336,ADANI DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-9499625
6399,31-12-2025,ms2512051b3197,ADANI DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-9499625
6399,31-12-2025,ms2512051b3280,ADANI DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-9499625
6399,31-12-2025,ms2512051b3178,ADANI DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-9499625
6399,31-12-2025,119116126A04288,SOLAR YAAN 3.6 KW,Inverter,NP-GJUG25-9499625
6404,08-01-2026,AS2511192B1112,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9479629
6404,08-01-2026,AS2512162C2624,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9479629
6404,08-01-2026,AS2512162C2013,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9479629
6404,08-01-2026,AS2512162C1734,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9479629
6404,08-01-2026,AS2512162C2317,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9479629
6404,08-01-2026,AS2512162C2339,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9479629
6404,08-01-2026,1.19116E+14,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9479629
6406,30-12-2025,MS2511292C3709,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9483556
6406,30-12-2025,MS2511292C3693,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9483556
6406,30-12-2025,MS2511292C3034,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9483556
6406,30-12-2025,MS2511292C3651,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9483556
6406,30-12-2025,MS2511292C3734,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9483556
6406,30-12-2025,MS2511292C3735,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9483556
6406,30-12-2025,1.19116E+14,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJTPA25-9483556
6414,30-12-2025,AS2511192B0359,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9493811
6414,30-12-2025,AS2511192B0356,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9493811
6414,30-12-2025,AS2511192B1109,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9493811
6414,30-12-2025,AS2511192B1055,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9493811
6414,30-12-2025,AS2511182A4982,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9493811
6414,30-12-2025,AS2511192B0326,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9493811
6417,30-12-2025,AS2511192B1069,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9495037
6417,30-12-2025,AS2511192B1126,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9495037
6417,30-12-2025,AS2512202A0548,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9495037
6417,30-12-2025,AS2512202A0522,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9495037
6417,30-12-2025,AS2512202A0558,ADANI DCR TOPCON 620 WP,Solar Panel,NP-GJUG25-9495037
6422,28-01-2026,WS12259059767463,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6422,28-01-2026,WS12259059834527,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6422,28-01-2026,WS12259059834486,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6422,28-01-2026,WS12259059896265,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6422,28-01-2026,WS12259059896267,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6422,28-01-2026,WS12259059767463,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6422,28-01-2026,WS12259059834527,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6422,28-01-2026,WS12259059834486,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6422,28-01-2026,WS12259059896265,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6422,28-01-2026,WS12259059896267,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9461883
6423,22-01-2026,WS12259059896199,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462720
6423,22-01-2026,WS12259059834594,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462720
6423,22-01-2026,WS12259059834592,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462720
6423,22-01-2026,WS12259059896256,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462720
6423,22-01-2026,WS12259059834591,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462720
6423,22-01-2026,WS12259059834585,WAAREE DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-9462720
